"ids","X","L1","L2","A","C","Y"
539,1,0,0,0,4.78166481591051,0.210443325047854
540,3,1,1,1,11.2502794286845,12.6041096445854
541,2,1,0,1,14.6647492583564,2.99731428658092
542,3,1,1,1,4.68589198210403,1.84865090102641
543,3,0,1,0,1.07402073060269,11.7922734379331
544,2,0,0,1,16.4084616269088,5.45738692038923
545,3,0,1,1,5.07804996685172,8.59488505499098
546,3,1,1,1,5.34247302764494,7.52087968345735
547,2,0,0,1,10.5155320891292,10.0442400146266
548,2,0,1,1,5.38085856710972,14.5006638179467
549,2,0,1,1,1.65204787276599,22.0097164121083
550,3,1,1,1,11.7300967015281,6.52784370415772
551,1,0,0,0,9.05366722753958,3.48249886359044
552,3,1,1,1,8.95421135968925,14.9575923674188
553,1,1,0,1,31.7755910611773,0.589853539692118
554,3,1,1,1,2.8863247953159,7.49528307589457
555,3,0,1,1,2.76519779321618,13.7341857170803
556,2,0,0,1,2.68408035003223,6.66442330607585
557,2,0,1,1,5.79465644954501,13.1780522821581
558,2,1,0,1,12.0952138660291,2.9409568415885
559,2,1,0,1,12.0917483426885,1.51918360041076
560,1,1,0,1,10.5330180335385,4.8634409140072
561,2,0,1,0,2.83961099531291,6.22443122945231
562,1,0,0,0,12.0105311535227,1.94116510848283
563,1,0,0,1,9.53555014826158,4.3539194070068
564,3,0,1,1,5.36545389520223,8.66897927901851
565,1,0,0,1,10.2272453197108,12.7491703940695
566,1,0,0,1,11.3304378391059,7.38432891980478
567,2,1,0,1,7.55448026301541,4.87953314047099
568,1,0,0,1,39.2621137604062,1.53369490424511
569,3,1,1,1,2.6555736570583,1.62267714701864
570,2,0,1,0,5.5260895523947,5.99908004809785
571,1,0,0,1,34.8055209723856,10.1378564165217
572,1,0,0,1,30.2641802952051,6.90839406237229
573,3,0,1,1,2.58628522969359,6.73657682959858
574,2,0,0,1,3.35816017835619,10.2317934997496
575,2,0,1,1,4.39494386548697,10.2705894257767
576,3,0,1,1,4.15433826265514,3.13543420049915
577,3,0,1,1,2.02444580141982,8.73605493043745
578,1,0,0,0,8.5946738210154,4.2056218179192
579,3,1,1,0,8.86107265330748,10.8023698049207
580,2,1,0,0,4.73211678344944,4.99781280637411
581,2,0,0,1,11.9802419260337,5.38789060878478
582,2,0,0,1,7.36213133386728,8.61717298540578
583,3,1,1,0,4.33743454582807,4.39784043998077
584,1,1,0,0,16.9121233225179,6.34051316941507
585,1,0,0,0,7.38279499147083,2.34321562463646
586,2,1,0,1,3.21492812916819,4.16112626446279
587,3,1,0,1,5.74109834351268,4.46663648258121
588,2,1,0,0,6.74865816408095,3.81190130087827
589,2,0,1,1,1.60428042044374,13.9819077394467
590,2,0,0,0,1.53945026524195,3.28454013752227
591,3,0,1,0,3.37947830004151,8.96914355998663
592,3,0,1,0,3.50029241196031,2.39456126715274
593,2,0,0,1,3.30782611754199,8.4618172209718
594,1,0,0,1,22.1582186803225,2.48631281555527
595,1,1,0,0,19.6143652802331,6.89706644724891
596,2,0,1,1,2.28779473554228,17.4227771833344
597,1,0,0,0,4.35813371369355,2.85191194205072
598,3,0,1,1,3.36400811373195,17.2095648458742
599,1,1,0,1,26.5080750313643,5.26982639877224
600,1,0,0,0,7.61570505008243,3.808422703152
601,1,1,0,0,21.546088292513,2.04184815011938
602,2,0,0,1,4.40485777523797,5.46383431121094
603,3,1,1,1,6.81984978152546,13.5393496281366
604,3,0,1,1,2.97066747658392,4.75441928406464
605,3,1,0,1,4.94974860954321,2.43117918295292
606,2,0,1,1,7.47986307712743,8.122611658899
607,2,0,1,1,12.2989625260025,21.0432124600666
608,3,1,1,0,3.12962471553242,12.6666210012532
609,3,0,1,1,3.90475943040236,11.7400704235402
610,1,0,1,0,16.0386070860704,9.09161672443792
611,2,0,0,1,6.23024681069992,14.6749346503242
612,2,0,0,1,0.843891662449472,17.6438571136357
613,1,0,0,0,10.0133220811817,1.16839265829972
614,1,1,0,0,32.3606077604458,6.82376693793339
615,2,1,1,1,7.17740995319626,3.78004853233917
616,3,1,1,0,1.77344847772054,12.5510042835659
617,2,1,0,1,10.2819397948905,12.9402641741557
618,1,1,0,0,12.5640097782166,3.90035782716614
619,3,1,1,1,0.646529458312151,9.95883862285755
620,3,1,0,1,6.25795112578423,4.27303504640395
621,2,0,1,1,8.81658665923236,9.60160178156112
622,2,1,1,1,6.26427395686212,22.7664014121004
623,1,0,0,1,14.1583492922691,4.38159425224769
624,3,1,1,1,9.32988732502759,5.76754970050814
625,1,0,0,0,12.8538767527854,4.5478974156758
626,2,1,0,1,32.8941821215638,3.85624153786333
627,3,1,1,1,5.73762205867131,9.85986097551195
628,2,0,0,1,14.3258758080315,6.83617102103285
629,2,0,0,1,9.48348365833933,8.65469164127222
630,3,1,0,1,5.93614349776491,9.80428822335311
631,1,0,1,0,11.450668190614,7.1776001247493
632,3,1,0,1,9.32112735172332,5.161365243817
633,3,1,1,1,10.0461735846457,7.40775949971425
634,2,1,0,0,12.8283976421465,2.06346657760938
635,3,0,1,1,1.71840354423619,13.9333637946267
636,1,0,0,0,3.50322717065705,1.09668156333652
637,3,1,1,1,11.5307333732102,9.4046042464094
638,2,1,0,1,14.779137853106,2.37611176222753
639,3,1,0,1,11.7526079936303,7.49668773484521
640,3,1,0,1,10.0347699209494,8.04166036833844
641,2,0,0,0,2.41548964205097,3.461785274097
642,3,0,1,1,3.82538613254833,12.7813702191803
643,1,1,0,0,11.1857218745531,1.12184495374876
644,2,1,1,1,5.06924280077068,6.59603759455569
645,1,0,0,0,13.233203421778,3.70834514468997
646,3,1,1,1,2.91189770081445,2.72244146463063
647,3,1,0,1,2.82720517172918,5.83371964788826
648,2,0,0,1,9.28160297886479,13.9417790656627
649,2,0,1,0,1.45404045495307,9.8638511308455
650,2,1,0,1,18.0075224754761,2.34449509752139
651,3,1,1,1,3.48318941022669,3.40356475697493
652,1,0,0,1,9.37887388562008,7.75905475376555
653,3,1,1,1,8.18548841090549,14.0810297398903
654,2,0,1,1,12.864458512869,12.5946862541465
655,1,0,0,0,17.6677186588232,1.71869607177869
656,1,1,0,0,6.00207142807806,2.9287005329109
657,3,0,1,1,5.21230263457919,32.0527866838722
658,2,0,1,1,12.4509613351701,11.9152182249682
659,3,1,1,1,4.39368560970013,6.90991619159885
660,3,1,1,1,3.85685848045227,6.78984305407867
661,1,0,0,1,11.5640414083696,12.6448853825384
662,3,0,0,1,2.95776304993463,12.9379867651602
663,1,0,0,0,6.23012513636922,2.32414064358391
664,1,1,0,1,33.4317052410157,3.18452500972603
665,2,0,1,1,6.34127777540456,7.76070213891323
666,2,0,1,1,4.49034677769966,3.11409413736369
667,3,0,1,1,7.10757111706863,15.7925401588323
668,3,0,1,1,2.10210648740561,19.0464565855146
669,3,1,1,0,5.74472834937548,7.48513208286862
670,3,0,1,1,1.8663427809015,12.177859408465
671,2,0,1,1,14.8437275866425,12.689681064806
672,1,1,0,1,13.3962864042383,0.567687327847429
673,3,1,1,0,1.12654599177409,16.9276623972945
674,3,1,1,1,6.68532198766265,0.513153368379212
675,3,0,0,1,7.03632001474035,9.77998423442749
676,3,0,1,1,1.60909580301368,9.85189200337528
677,2,1,0,1,11.2754488134585,3.15796294798245
678,2,1,0,0,7.80669392519395,9.13981977362576
679,2,0,0,1,16.1469875740094,3.52567441453493
680,3,0,1,1,2.95228506625117,14.4781766377679
681,2,0,0,0,3.9131568556371,2.23092562530607
682,3,1,1,1,4.5073993556744,2.72856476303945
683,2,1,0,1,19.4845837414538,7.61064099863848
684,1,1,0,1,40.8439796864933,9.24160956835254
685,1,1,0,0,12.3399111683446,2.23920560890191
686,2,0,0,1,8.27024404623046,9.96610654864998
687,1,1,0,1,26.5536745778665,3.74081974379517
688,3,1,0,1,18.2346503501559,3.0334149697797
689,3,1,1,1,3.66534361381092,8.79213293855721
690,3,1,1,0,2.49499152274723,11.6888079102187
691,2,1,0,0,5.27349397998592,5.52983864668086
692,1,0,0,0,2.63762240728997,0.865363606126712
693,2,1,0,0,9.26802970140301,4.07587494792895
694,3,0,1,1,3.34979966622382,9.67800707047174
695,2,0,0,1,15.5025302447828,6.76836047063879
696,2,1,0,1,19.3941079786931,3.31179737102021
697,2,0,1,1,5.6107099599643,11.560272865171
698,3,1,0,1,11.5639411544728,8.71946335311701
699,3,1,0,1,7.90029017247268,2.54773988934145
700,2,0,0,1,2.59105334303613,4.59666432729637
701,3,1,0,1,21.8561370687641,1.33424494278759
702,2,0,1,1,9.80150776165836,5.81249176428444
703,3,0,1,1,1.99314912507088,10.8100575213476
704,2,0,1,1,6.06110747347905,8.7859828631747
705,2,0,0,1,14.9076307182788,5.6461160859499
706,2,1,0,1,9.16659669568308,3.85251597355316
707,1,1,0,0,26.4425592635603,11.6844888138378
708,2,1,1,1,13.9824268731664,3.81035502754034
709,2,1,0,0,7.29633130009451,2.47159752276872
710,3,1,1,1,2.21549584358871,8.28743480278289
711,3,1,1,0,0.787751191830871,4.03986208991949
712,3,1,1,1,5.93438872310715,5.96983477312634
713,2,0,1,0,2.25628493009249,6.35553902992828
714,3,0,1,1,1.76100811536893,7.5096612202116
715,2,0,0,1,17.4441297981285,4.87797344498708
716,3,1,0,1,14.4661130350851,1.74367425296751
717,2,0,0,0,4.72959222593279,5.09678168215964
718,2,1,1,1,8.48951724971594,13.0665373572997
719,1,0,0,1,15.6696215607744,5.36599444556833
720,1,1,0,1,13.7126368746458,3.8635724840809
721,3,0,1,1,7.60309297991044,17.8886611895849
722,2,1,0,1,21.7445946753116,6.80338774876722
723,3,1,1,1,5.68887021191144,6.69724986975217
724,2,1,1,1,4.56850900174175,8.17125175888886
725,3,1,1,1,3.52205059834608,10.5169886643445
726,1,1,0,0,16.060954995845,5.54089062994216
727,3,1,1,1,4.91237540944406,8.27912422423883
728,3,0,1,1,3.197926684615,5.50394517313583
729,2,0,0,0,7.36325821251054,2.90974003069321
730,1,0,0,0,17.8154984137109,2.35698317137929
731,2,1,1,0,0.246463181983436,8.70248050107736
732,1,1,0,0,6.03137332847563,5.3544567090376
733,3,1,0,1,6.30188623236489,5.25827094976904
734,1,1,0,0,15.5699053504309,8.42372996602719
735,2,1,0,1,1.36125358984243,2.93876625607718
736,2,0,1,1,2.94291419829801,4.91296156292832
737,3,0,0,1,8.21437720435706,12.7432676972415
738,2,1,1,0,9.0310470659571,4.15222516083744
739,3,1,0,1,6.99102728990558,6.64801015506049
740,1,0,0,1,24.1012774894875,16.2206062280202
741,1,0,1,1,19.7763115480047,15.3307363501389
742,2,0,1,1,2.7822582368709,17.7500786680191
743,1,0,0,0,5.61251120189054,2.60321609179578
744,3,1,1,0,2.64863629196553,7.75585564716075
745,2,1,0,1,14.9018789883303,1.36864735257333
746,2,0,1,1,2.62595971949494,9.86525278894689
747,3,0,1,1,4.78644057339354,7.87210080782156
748,3,1,0,0,0.48012488817939,3.94112167013004
749,2,1,0,1,15.5477382686447,5.11223245641333
750,3,1,0,1,10.4311619712291,4.26134847636474
751,1,0,0,0,12.0723334660087,2.60393164512002
752,3,1,1,0,0.947835861981394,9.46690873430599
753,2,0,1,1,6.15478642489175,13.490792095999
754,1,1,0,1,17.9517772762671,4.12918238289762
755,1,1,0,1,35.9582023714798,9.48207799915051
756,2,0,1,1,8.21889869803301,21.5161755716505
757,3,1,1,0,6.86341074620702,15.2463116518378
758,3,1,1,1,4.62581469739531,9.00582250171963
759,1,0,0,0,9.49594967764247,2.17446249002157
760,1,0,0,0,8.55267576131905,2.75893990862834
761,3,1,1,1,5.14027584981989,10.4537171226615
762,2,1,1,1,3.42012768033162,3.29449027762482
763,2,1,0,1,24.5698285503927,2.88838233425754
764,3,0,1,1,6.55238394876438,3.27215368312932
765,3,1,1,1,7.18183112437728,4.35386661672322
766,2,0,0,0,8.85098629650071,0.981783903882356
767,3,1,1,1,11.0145551379753,10.4254856171486
768,1,1,0,0,27.1858070107649,3.13265845070835
769,1,0,0,1,20.1364434432084,11.9414359399568
770,2,1,1,1,8.92573589572381,6.56868727308423
771,3,1,1,1,4.04642110338697,8.27047703324193
772,2,1,1,1,16.2373155286219,6.10870436234079
773,2,0,0,0,10.2867605196562,3.27673241690924
774,2,0,0,1,3.88113550093821,5.61791511949732
775,3,1,0,1,10.3386679923135,12.1524395913583
776,3,1,0,1,9.02854000792401,2.00555540556378
777,3,1,1,1,8.38560422584404,6.10146259884376
778,3,1,0,1,17.4294525856502,3.23725693417302
779,3,1,1,1,1.16728266541025,14.1370368881034
780,3,0,1,1,3.48984899353482,9.41635341181997
781,1,0,0,1,24.0693940216655,18.185622211783
782,3,1,1,1,2.28301096564552,4.35817624785423
783,2,0,1,0,1.48694526387424,6.93756009029473
784,3,1,1,1,7.97994358803869,6.39346716957829
785,2,1,0,1,9.73415432621082,4.60431293838871
786,3,1,1,1,3.40655461584974,12.5583637932774
787,1,0,0,1,4.97713480250955,7.54038006767065
788,2,0,1,1,2.33003595668758,14.9140947979109
789,3,1,1,0,4.01781849420664,10.3113168753775
790,2,0,1,1,8.0318836184439,6.13069240206792
791,3,0,1,1,2.06135048863719,10.4298025965463
792,1,0,0,1,22.7647959248437,8.23838701598783
793,3,1,0,1,7.07822345393347,5.21284251917456
794,3,1,1,0,0.714061239321757,13.8912834874686
795,2,1,0,0,15.8874359094275,8.83396969383309
796,3,1,1,0,2.48524177404026,3.95372738457871
797,2,1,1,1,7.40846632060724,2.66554807635883
798,1,0,0,1,21.2021027296846,9.72148997196725
799,2,0,1,0,6.43855907359867,7.00745783308098
800,3,0,1,1,3.36222565183062,3.20054107253433
801,3,1,1,1,10.6474024393586,7.47888836269877
802,2,0,0,1,5.68731874177932,12.6087392930695
803,2,1,0,0,8.65455642501983,1.81858178085065
804,2,0,1,0,3.94823081346252,3.86091821238736
805,2,0,0,0,5.98941652877752,2.78015967340787
806,1,1,0,1,78.491676523374,9.24803895078612
807,2,0,0,0,3.15898260384983,1.36562101503695
808,3,1,0,1,0.56454829087271,4.81878367347999
809,1,1,0,0,39.3141465896166,3.72779477616102
810,3,0,1,1,5.28720178543509,2.73982985496027
811,3,0,0,0,4.99094080356798,2.2830519127111
812,2,0,0,1,8.68514759403607,2.3847873254717
813,3,1,1,1,5.36619530028113,14.7360931572227
814,3,1,1,1,8.89636124851888,5.86209564311448
815,2,1,0,0,7.87040348296884,5.26093469869928
816,1,0,0,0,21.5862428138949,1.26098185388531
817,3,1,1,1,5.97290495981153,7.42432731751116
818,2,1,0,1,10.167032888743,2.36379429041363
819,3,0,0,1,6.26127774556491,4.46269157581957
820,3,0,1,1,2.00809874195444,10.465465791828
821,3,1,1,1,4.59513040439434,4.20993840222368
822,2,1,0,1,12.1102183868561,8.85646809604547
823,2,1,1,0,3.82122423578464,9.47080295353264
824,2,0,1,1,6.57085324259681,15.6352553604239
825,2,0,1,0,4.65199005029532,1.9507785541464
826,3,1,1,1,8.4719758022936,12.542149004455
827,1,0,0,0,1.34519047607803,4.9065101526837
828,3,1,0,1,20.265481046822,1.77301974422496
829,1,0,0,0,9.5197287684935,3.2596480165193
830,1,0,0,1,17.214444856484,16.4495392333394
831,3,0,1,1,5.39672735844127,8.03359901187709
832,2,0,0,1,3.27137681629334,9.72673455535025
833,2,1,1,1,5.4527932407527,8.63792176605148
834,1,0,0,1,17.154602049864,3.02876988312069
835,1,0,0,0,18.1721061766674,2.87502256765829
836,1,1,0,0,9.6977401433637,4.65974904840841
837,3,0,1,1,3.50121952411293,13.4883326523202
838,3,1,1,1,2.28260926385959,13.8510673522956
839,1,1,0,0,12.3544483331567,3.59441106635704
840,2,0,0,1,7.12114354953434,9.76866111095178
841,3,1,1,0,7.96087924812296,7.26505751419167
842,3,0,1,1,6.01369219104112,9.38009549906257
843,3,0,1,1,2.22689563184303,14.3288330710301
844,3,1,1,1,7.64105220862086,2.41329781795206
845,1,1,0,1,9.507217824302,12.1433606795952
846,1,1,0,0,23.7634306533356,1.2353204908495
847,2,1,0,1,6.10979812767108,7.12177838917831
848,3,0,1,1,6.77452679798093,15.5063560577616
849,2,0,0,1,4.74007531703494,5.09475453202304
850,1,0,0,1,6.09883339002998,12.4930280628224
851,2,1,1,1,4.4221243452722,5.23819904168579
852,1,0,0,1,12.2704419018705,13.5255877886714
853,3,0,1,1,2.42860515785242,3.50685276970938
854,2,0,0,0,5.43518767821852,6.00152174880809
855,3,1,1,1,1.86956568485375,10.0605578108844
856,1,1,0,0,5.17056148368896,5.08379374306563
857,2,0,0,0,4.45431427188743,3.4223079431559
858,3,0,1,1,3.33102304806408,16.6302249381287
859,2,0,0,0,14.9758515896514,2.10952049097169
860,3,1,0,1,6.05268903869443,2.63489008149282
861,3,1,1,1,6.10507004655265,12.1713181454409
862,2,0,0,0,1.82240622311685,1.51092467179624
863,2,1,0,1,18.2869763974166,4.64588459878878
864,1,0,0,1,16.6543437701672,4.83211871368309
865,3,1,1,1,2.09109822860173,2.86103386628121
866,2,0,1,1,5.3538331672768,4.79736364159926
867,3,1,1,1,7.88367769761108,13.0307406602454
868,3,1,1,1,2.35638203844213,6.74729545424562
869,3,0,1,1,7.16698405442263,6.51476900475467
870,3,1,1,1,16.926570076302,5.11695513165167
871,1,1,0,0,3.19714321507133,3.45952133172812
872,1,0,0,0,2.74385503789374,6.52470384745628
873,3,1,1,1,3.81298294656764,1.61119115306235
874,1,1,0,1,17.6278149770051,0.846822794397107
875,2,1,0,1,10.869360009766,9.53173128670748
876,3,1,0,1,4.28253068669218,10.3703563565588
877,2,1,0,1,17.1301195376516,5.50082712517573
878,2,0,1,0,2.01972222345848,6.22657970620148
879,1,0,0,1,19.5968495395917,1.04165400594701
880,3,1,0,1,15.7392837949444,7.19392470413923
881,1,0,0,1,24.4432168589992,21.5672345804422
882,2,0,1,0,2.68333153763001,8.34925605042863
883,2,1,1,0,1.30174361764612,8.69122946650176
884,3,1,1,1,0.87693322817188,10.3579966011324
885,1,0,0,0,7.463895722826,3.97510979595344
886,3,1,1,1,7.03191561044517,7.1223617947318
887,3,1,0,1,6.16906446356614,4.25785915464952
888,3,0,1,1,6.40977982645115,12.5899075661425
889,1,1,0,1,17.0522402245138,1.37931257808805
890,2,0,1,1,0.370314596764281,13.2049107384395
891,1,0,0,0,10.3955411764661,5.25548453807603
892,3,0,1,1,6.19802173728987,10.8542644226161
893,3,0,0,1,6.80140537502678,3.62178325523271
894,1,0,1,1,8.93836844039092,7.35863114056423
895,2,0,1,1,3.06629308732082,4.8948828955758
896,3,1,0,1,10.9135312840279,6.71270885230202
897,2,1,0,1,12.7114621050656,3.43692419607165
898,3,1,1,1,5.35389777652713,6.86865945490153
899,3,0,1,1,4.66309701922077,3.60187428176691
900,2,0,0,0,5.75936861803851,2.33653141634204
901,3,1,0,1,4.48274039672133,4.86048729731563
902,2,0,1,1,3.20109280381756,27.0519396659534
903,2,1,0,0,13.6219885050309,3.6901999471334
904,3,1,1,1,10.2762512468555,11.094663935814
905,2,1,1,1,1.31502631963252,3.87986496666505
906,3,0,1,1,2.43834720997318,4.98315011861447
907,2,0,0,1,5.50254479764445,14.6711783884945
908,2,0,1,0,6.52178097320216,1.47801625289915
909,2,0,0,0,2.30275549853928,6.23486163286839
910,1,0,1,1,10.1922472717355,24.5382498262504
911,3,1,1,1,6.79809331650756,11.9877767409477
912,3,1,1,1,8.8257671705716,4.42324027198579
913,3,1,1,1,4.14117329286953,7.25480728627947
914,3,1,1,1,2.85117883392211,4.05531498578561
915,2,0,1,0,0.889754196688676,0.562662507108647
916,3,0,1,1,2.10613928807898,9.35256359449393
917,3,0,1,1,2.97104285879192,10.5065713423193
918,3,0,1,1,0.635553047909381,5.6604561667562
919,2,1,0,1,1.38019554260061,4.8086574234739
920,1,0,0,0,4.00486321194687,0.806075055052864
921,2,1,0,1,30.2738852000372,3.79056625774557
922,3,0,1,1,5.22006299001881,27.3314674975425
923,1,0,0,1,14.3356783103628,10.5117607461741
924,3,0,1,0,3.81277313838063,5.5323436816758
925,3,1,1,1,9.93383051983761,9.5043370472039
926,1,0,0,0,2.38818932449491,5.79388559093697
927,2,0,0,1,6.78241657344204,5.61646875368396
928,3,1,1,1,1.97215028852642,2.80119360167987
929,3,1,1,1,10.5908331741151,10.1658694427812
930,3,0,1,1,3.45368102928685,17.2052603400323
931,3,0,0,1,10.9376348010268,4.65866048908707
932,2,0,1,1,1.91981746190614,16.1849230123071
933,3,1,1,1,2.72180624266184,6.87540120026067
934,2,0,0,0,5.29146614068988,2.20600297727284
935,1,0,0,0,12.2420795810803,6.31977733577262
936,1,0,0,0,19.0870778975421,5.91052174870029
937,3,0,1,1,3.60146862755308,24.0884528579802
938,2,1,1,1,5.20379602192574,5.35593422137049
939,1,0,0,1,23.5474456591134,4.49691341738031
940,1,1,0,0,13.8092991386437,4.60903865961634
941,3,0,1,1,5.12565514797321,20.1614341572214
942,3,1,1,1,6.33817146642928,10.9664742142571
943,3,1,1,1,1.55774283821352,3.30907632937044
944,2,1,0,1,24.9722170675558,4.68770437855068
945,3,1,1,1,4.56096200402039,7.71191734108408
946,1,1,0,0,36.0428091785676,8.05186319276364
947,3,1,1,1,3.70282265423263,3.7153849920002
948,2,1,1,0,4.5274541302092,15.5913740862433
949,3,1,1,1,8.4138189067192,3.25975553473901
950,3,0,0,0,4.61039299555584,0.848005193844311
951,2,1,0,0,11.7979830038701,5.77760228043095
952,3,1,0,1,7.50112934365937,4.97660625139906
953,2,0,1,0,1.39712361345453,5.74261452126294
954,1,0,0,0,4.53750906740434,3.21850643345192
955,2,0,1,1,8.19291404858929,14.0049426293143
956,1,1,0,0,22.1810143726811,8.6880784609971
957,2,0,1,0,6.04995188545805,2.0862054080799
958,1,0,0,0,0.537944388372634,3.67019560730005
959,3,0,1,1,1.27043084696129,21.2201173841867
960,2,1,0,1,26.1448314012359,10.1390854542127
961,2,0,0,1,5.35409483692838,10.2211933907086
962,1,0,1,0,2.53147563328932,2.3422435808037
963,3,0,0,1,3.24077198741104,16.7068986727437
964,3,0,1,1,3.70295800300773,9.7288010953067
965,1,0,0,1,21.3764983426139,5.68092813137815
966,1,0,0,1,15.4568315807173,5.16750118006012
967,2,1,1,1,10.1318529207319,19.8790168196299
968,3,1,1,1,4.08477825764576,9.75988348288884
969,2,1,0,1,13.1130641399425,8.77962232566343
970,2,1,0,0,15.2736042163427,3.01729023279732
971,2,1,1,0,7.61194478753761,2.73725109900215
972,1,1,0,0,18.9145500410843,7.67766301234922
973,2,0,0,1,14.0726888108366,3.44862304527104
974,1,0,0,0,3.42681865509572,1.55433902526032
975,1,0,1,1,14.2656166924725,18.3797215144342
976,2,1,1,1,1.76052005706356,12.2898922399261
977,2,1,0,1,21.2756267426651,2.74383705265359
978,2,0,0,1,11.9636308430887,14.9238214657829
979,2,1,0,1,7.88523198779275,0.180076670325023
980,2,0,1,1,7.19711840425299,27.0257708032661
981,2,0,0,1,8.81076478544969,12.5293509895654
982,1,0,0,0,15.7335140707712,2.62918756082381
983,3,1,1,1,3.79576664903967,11.7393153759799
984,3,1,1,1,7.30790504527351,3.80541911213766
985,3,0,1,1,3.28491057277985,22.8709019565714
986,3,0,1,1,2.1654538978091,2.8120298323385
987,3,1,1,1,6.61560868314389,3.55631573230432
988,3,1,1,1,2.84417577500494,6.89728022801941
989,2,1,0,1,13.4002089709154,3.275386744541
990,2,0,0,1,9.47820851809968,13.1793270324828
991,2,1,0,1,12.1203699762819,3.4033999654883
992,2,0,1,1,6.2734861749458,20.4348247996251
993,3,1,1,1,10.2198148813963,8.70631289495633
994,2,1,0,1,18.3035993823988,3.49484770698908
995,3,1,1,1,11.4769002712113,0.457575167882231
996,3,0,1,1,4.06628770810001,13.7892584418871
997,2,1,1,1,11.9992391156866,2.2919693994001
998,3,0,1,1,3.38344816383819,18.4472944337452
999,3,0,1,1,5.64139647049896,11.4376038860918
1000,3,1,1,1,5.26093505428036,16.821556882153
1001,2,0,0,1,9.87636695503126,14.7311958020176
1002,1,1,0,1,38.7269276500162,9.66411434904618
1003,2,0,1,1,6.20185167123521,10.2753261025364
1004,2,1,0,1,4.80683230197515,8.34402807743722
1005,2,1,0,1,11.9077589883589,5.38389366853021
1006,3,1,1,1,5.17488899745366,8.9805384389467
1007,3,1,1,1,4.00520228719801,12.9799888618842
1008,2,0,0,1,12.5333817840881,6.24042333967736
1009,2,0,1,1,4.05995982357783,8.30345921905389
1010,2,0,1,1,8.39182564544317,15.5242125599406
1011,2,1,1,1,3.95808123261276,7.27402935169335
1012,3,1,1,1,6.26061705784395,8.60979088598859
1013,3,1,1,1,3.38394615119782,5.0525108355166
1014,2,0,1,0,1.90687235782361,2.58374006810281
1015,1,1,0,0,3.9607700435391,7.8745321436562
1016,3,0,0,1,1.26409583253407,2.65343530307636
1017,3,0,1,1,3.0395419087134,13.4022386887215
1018,2,1,0,1,8.01977603073529,7.29933845447129
1019,3,1,0,1,13.2578558426099,0.744797387812762
1020,2,0,0,1,5.0599931158012,1.63717168809861
1021,3,1,1,1,3.81059600301966,7.10887849588814
1022,3,0,1,1,3.18131291734064,5.68509839547336
1023,2,0,1,1,8.4778321616537,5.56592218161594
1024,3,1,1,1,3.17866714555292,7.11208304017374
1025,3,1,1,0,1.34854764664353,6.08815850595114
1026,2,0,1,1,1.27682922401537,8.83473274859049
1027,3,0,1,1,3.24050520180129,11.709417427315
1028,3,0,1,1,4.61243392722226,9.36356190587497
1029,3,1,0,1,15.8379459048072,8.0502894401346
1030,3,1,1,1,10.5972169455522,8.85787922131192
1031,2,0,0,1,5.52428648801926,7.60910074512072
1032,2,0,0,0,5.64236305363607,2.77439736623817
1033,2,1,1,1,20.7218809175774,5.32008379798944
1034,2,1,1,1,9.12380637583736,9.82358294548383
1035,3,0,1,1,1.97724529736215,35.6830471030603
1036,2,1,0,0,4.08137479749063,3.39518951562261
1037,3,1,1,1,8.46200167873164,11.6450300384524
1038,3,1,1,1,9.60218919831113,5.4477164694353
1039,3,1,1,1,3.71987898016999,14.0811406823792
1040,2,1,1,0,4.45631012678812,8.96157950044091
1041,1,0,0,1,16.901222650684,1.22426649335637
1042,2,1,0,1,6.24941760270331,4.24178639398954
1043,3,0,1,0,1.56045629108616,7.65083444479374
1044,3,1,0,1,19.4905710352403,7.58723672390487
1045,3,1,1,0,5.19563485357611,11.6833788574448
1046,3,0,1,1,6.79903648906857,9.4593845748686
1047,2,0,0,0,12.1007263172724,2.12681240998025
1048,2,1,1,1,10.9545534226301,16.7107930393696
1049,2,1,1,1,2.69056691917921,9.387777904922
1050,3,0,1,1,3.76745212525074,3.11592690382486
1051,1,0,0,1,9.76756518154195,6.80073280838854
1052,1,1,0,0,19.6134541291333,2.57703036728074
1053,2,1,1,1,13.0060410544301,3.04109777389731
1054,2,1,0,1,9.01335662472645,2.34659130782883
1055,1,0,1,0,4.60480532557295,4.76900559043611
1056,2,1,1,1,9.15945831207496,13.2719257844384
1057,2,1,1,0,8.3317319791341,5.09001630347301
1058,3,1,1,1,2.38315459835817,1.75613064642767
1059,2,1,0,1,22.9186212325588,2.86897149939158
1060,2,1,1,1,9.77391702577525,3.56677364740931
1061,1,1,0,1,17.765458010951,4.14378953500005
1062,2,1,0,0,12.4253546369164,5.40711042657276
1063,3,1,1,1,9.87136005776958,9.36345188565985
1064,2,1,0,1,19.8589751262881,9.97607958229206
1065,1,0,0,1,4.48853968194936,9.82391157132529
1066,3,1,1,1,5.26731151309304,11.1283342264058
1067,3,1,0,1,19.1608939544142,5.1969282531936
1068,3,1,1,1,13.4351077088967,7.38471089334165
1069,3,1,0,1,18.5974031783479,2.24289475651323
1070,1,1,0,0,8.53313937213518,1.76224427161214
1071,2,0,0,1,4.30468625257022,11.645810518934
1072,1,1,0,1,19.6991436822135,4.51920163939891
1073,2,0,1,0,1.89285675041371,2.82906217563378
1074,3,1,0,1,15.7200400059827,9.36802940810473
